TRIP_ID,TRAVEL_TIME
T1,598.9956601969855
T2,598.9956601969855
T3,598.9956601969855
T4,598.9956601969855
T5,598.9956601969855
T6,598.9956601969855
T7,598.9956601969855
T8,598.9956601969855
T9,598.9956601969855
T10,598.9956601969855
T11,598.9956601969855
T12,598.9956601969855
T13,598.9956601969855
T14,598.9956601969855
T15,598.9956601969855
T16,598.9956601969855
T17,598.9956601969855
T18,598.9956601969855
T19,598.9956601969855
T20,598.9956601969855
T21,598.9956601969855
T22,598.9956601969855
T23,598.9956601969855
T24,598.9956601969855
T25,598.9956601969855
T26,598.9956601969855
T27,598.9956601969855
T28,598.9956601969855
T29,598.9956601969855
T30,598.9956601969855
T31,598.9956601969855
T32,598.9956601969855
T33,598.9956601969855
T34,598.9956601969855
T35,598.9956601969855
T36,598.9956601969855
T37,598.9956601969855
T38,598.9956601969855
T39,598.9956601969855
T40,598.9956601969855
T41,598.9956601969855
T42,598.9956601969855
T43,598.9956601969855
T44,598.9956601969855
T45,598.9956601969855
T46,598.9956601969855
T47,598.9956601969855
T48,598.9956601969855
T49,598.9956601969855
T50,598.9956601969855
T51,598.9956601969855
T52,598.9956601969855
T53,598.9956601969855
T54,598.9956601969855
T55,598.9956601969855
T56,598.9956601969855
T57,598.9956601969855
T58,598.9956601969855
T59,598.9956601969855
T60,598.9956601969855
T61,598.9956601969855
T62,598.9956601969855
T63,598.9956601969855
T64,598.9956601969855
T65,598.9956601969855
T66,598.9956601969855
T67,598.9956601969855
T68,598.9956601969855
T69,598.9956601969855
T70,598.9956601969855
T71,598.9956601969855
T72,598.9956601969855
T73,598.9956601969855
T74,598.9956601969855
T75,598.9956601969855
T76,598.9956601969855
T77,598.9956601969855
T78,598.9956601969855
T79,598.9956601969855
T80,598.9956601969855
T81,598.9956601969855
T82,598.9956601969855
T83,598.9956601969855
T84,598.9956601969855
T85,598.9956601969855
T86,598.9956601969855
T87,598.9956601969855
T88,598.9956601969855
T90,598.9956601969855
T91,598.9956601969855
T92,598.9956601969855
T93,598.9956601969855
T94,598.9956601969855
T95,598.9956601969855
T96,598.9956601969855
T98,598.9956601969855
T99,598.9956601969855
T100,598.9956601969855
T101,598.9956601969855
T102,598.9956601969855
T103,598.9956601969855
T104,598.9956601969855
T107,598.9956601969855
T109,598.9956601969855
T110,598.9956601969855
T111,598.9956601969855
T112,598.9956601969855
T113,598.9956601969855
