TRIP_ID,TRAVEL_TIME
T1,764.5805053710938
T2,931.3924560546875
T3,810.2013549804688
T4,916.2115478515625
T5,912.4276733398438
T6,872.37841796875
T7,828.5123901367188
T8,1041.970703125
T9,969.4683227539062
T10,847.4957885742188
T11,748.693359375
T12,912.89306640625
T13,646.8665161132812
T14,819.8910522460938
T15,896.33251953125
T16,1251.0035400390625
T17,853.8748779296875
T18,835.7735595703125
T19,781.2977294921875
T20,868.3922729492188
T21,850.094970703125
T22,967.0211791992188
T23,922.066650390625
T24,874.8439331054688
T25,895.8464965820312
T26,877.0426025390625
T27,896.3079833984375
T28,857.1746215820312
T29,908.5156860351562
T30,816.1995239257812
T31,806.599365234375
T32,885.8746337890625
T33,893.02490234375
T34,818.2814331054688
T35,898.4530029296875
T36,832.7686157226562
T37,853.6849365234375
T38,798.370361328125
T39,865.2437744140625
T40,912.0090942382812
T41,864.6445922851562
T42,807.0516357421875
T43,1003.7288818359375
T44,939.6336669921875
T45,888.9555053710938
T46,844.6914672851562
T47,859.109375
T48,804.6651000976562
T49,797.10009765625
T50,951.3677368164062
T51,995.8067016601562
T52,887.2418212890625
T53,819.8754272460938
T54,769.22265625
T55,852.03271484375
T56,782.9705810546875
T57,947.7913208007812
T58,745.4681396484375
T59,1041.07763671875
T60,935.0169067382812
T61,922.4932250976562
T62,927.2071533203125
T63,758.4373779296875
T64,923.1561889648438
T65,1049.966552734375
T66,939.6336669921875
T67,912.2937622070312
T68,834.5294799804688
T69,1142.447265625
T70,838.1318969726562
T71,2524.0068359375
T72,2017.04736328125
T73,884.7019653320312
T74,768.14306640625
T75,865.23974609375
T76,857.3673095703125
T77,792.4771118164062
T78,836.1484375
T79,820.8397827148438
T80,824.0777587890625
T81,870.796142578125
T82,874.4395141601562
T83,899.3785400390625
T84,1021.8787231445312
T85,918.575927734375
T86,697.6713256835938
T87,718.7509155273438
T88,781.2977294921875
T90,881.0569458007812
T91,796.2445678710938
T92,996.0950927734375
T93,833.1177368164062
T94,812.0855102539062
T95,959.8612060546875
T96,800.56640625
T98,862.1239013671875
T99,952.8616943359375
T100,954.7702026367188
T101,958.533935546875
T102,1044.2757568359375
T103,872.5430908203125
T104,906.6012573242188
T107,925.0916137695312
T109,750.3515014648438
T110,859.64453125
T111,817.4968872070312
T112,1018.009521484375
T113,775.3182983398438
T114,779.4957275390625
T115,959.8523559570312
T116,901.118896484375
T117,953.3869018554688
T118,791.9540405273438
T119,750.7530517578125
T120,820.4188232421875
T121,1016.8983154296875
T122,849.1273193359375
T123,751.7372436523438
T124,846.61474609375
T125,809.8233642578125
T126,851.23388671875
T127,807.6767578125
T128,840.3648071289062
T129,819.8531494140625
T130,825.499755859375
T131,1645.0245361328125
T132,895.9447631835938
T133,870.5772094726562
T134,755.3027954101562
T135,772.02734375
T136,872.7855224609375
T137,981.9135131835938
T138,802.1708374023438
T139,720.6688232421875
T140,1166.625732421875
T141,1021.2677001953125
T142,872.7842407226562
T143,779.0798950195312
T144,941.8172607421875
T145,1067.7344970703125
T146,818.6660766601562
T147,859.64453125
T148,1048.0123291015625
T149,841.6170043945312
T151,803.3720703125
T152,857.6140747070312
T153,822.0923461914062
T154,844.7720336914062
T155,791.4029541015625
T156,897.21142578125
T157,811.3627319335938
T158,959.8065795898438
T159,867.8021850585938
T160,725.0872802734375
T161,999.4645385742188
T162,851.8861694335938
T163,946.6967163085938
T164,895.55126953125
T166,883.45166015625
T167,818.0980224609375
T168,968.6375732421875
T169,752.5396728515625
T170,845.6275634765625
T171,788.76708984375
T172,963.446533203125
T173,808.0435791015625
T174,842.3406982421875
T175,846.7581176757812
T176,868.7965087890625
T177,912.4276733398438
T178,797.7269287109375
T179,891.3704223632812
T180,871.9431762695312
T181,838.6546630859375
T182,824.450439453125
T183,853.2400512695312
T184,904.778564453125
T185,727.3094482421875
T186,850.6262817382812
T187,839.1871948242188
T188,810.0709838867188
T189,935.6734619140625
T190,861.9124145507812
T191,991.2919311523438
T192,893.08984375
T193,839.8080444335938
T194,1176.853515625
T195,816.1066284179688
T196,935.6734619140625
T197,816.1029663085938
T198,895.55126953125
T199,800.1510620117188
T200,813.9844970703125
T201,873.26708984375
T202,967.3973999023438
T203,779.4957275390625
T204,829.0744018554688
T205,831.9550170898438
T206,1040.022705078125
T207,912.1885986328125
T208,855.4728393554688
T209,844.708740234375
T210,764.2135620117188
T211,1196.5924072265625
T212,1101.2955322265625
T213,735.3923950195312
T214,843.6489868164062
T215,1283.0748291015625
T216,814.5687255859375
T217,1035.4661865234375
T218,974.2254028320312
T219,932.2647705078125
T220,1231.53369140625
T221,890.4612426757812
T222,1011.7969970703125
T223,779.9282836914062
